TRANS_ID,LOCATION_ID,TRANS_DATE,CUST_ID
1258,10602565921,2023-03-01:15:00:51,5
1259,1302416783,2023-03-12:07:00:44,5
1260,1506447904,2023-03-14:15:09:46,5
1261,5286386863,2023-03-14:16:03:00,5
1262,5286386873,2023-03-09:02:27:01,5
1263,5286386874,2023-03-12:00:27:02,5
1264,5413066421,2023-03-15:17:35:57,5
1265,6733804185,2023-03-14:03:19:43,5
1266,6733804385,2023-03-15:04:15:18,5
1267,9506602612,2023-03-10:02:16:21,5
1268,10602565921,2023-03-14:00:34:51,5
1269,1302416783,2023-03-15:07:46:14,5
1270,1506447904,2023-03-14:12:01:07,5
1271,5286386863,2023-03-14:00:30:49,5
1272,5286386873,2023-03-12:12:43:42,5
1273,5286386874,2023-03-14:04:07:44,5
1274,5413066421,2023-03-11:01:25:27,5
1275,6733804185,2023-03-13:19:37:16,5
1276,6733804385,2023-03-11:10:49:42,5
1277,9506602612,2023-03-11:18:15:57,5
1278,10602565921,2023-03-11:14:13:18,5
1279,1302416783,2023-03-18:11:59:24,5
1280,1506447904,2023-03-18:12:54:48,5
1281,5286386863,2023-03-18:16:47:10,5
1282,5286386873,2023-03-17:03:54:29,5
1283,5286386874,2023-03-18:07:41:19,5
1284,5413066421,2023-03-17:19:30:30,5
1285,6733804185,2023-03-21:20:25:16,5
1286,6733804385,2023-03-20:16:06:35,5
1287,9506602612,2023-03-19:22:58:11,5
1288,10602565921,2023-03-19:02:53:52,5
1289,1302416783,2023-03-16:23:09:13,5
1290,1506447904,2023-03-22:09:44:29,5
1291,5286386863,2023-03-16:04:34:53,5
1292,5286386873,2023-03-20:10:56:26,5
1293,5286386874,2023-03-16:07:52:49,5
1294,5413066421,2023-03-20:15:34:06,5
1295,6733804185,2023-03-20:20:14:18,5
1296,6733804385,2023-03-17:19:26:00,5
1297,9506602612,2023-03-21:02:22:33,5
1298,10602565921,2023-03-20:17:03:55,5
1299,1302416783,2023-03-22:07:06:59,5
1300,1506447904,2023-03-18:23:30:58,5
1301,5286386863,2023-03-19:11:25:00,5
1302,5286386873,2023-03-21:09:55:21,5
1303,5286386874,2023-03-19:13:32:56,5
1304,5413066421,2023-03-19:15:06:49,5
1305,6733804185,2023-03-20:23:18:08,5
1306,6733804385,2023-03-19:13:46:06,5
1307,9506602612,2023-03-17:03:54:33,5
1308,10602565921,2023-03-16:01:13:48,5
1309,1302416783,2023-03-28:14:22:00,5
1310,1506447904,2023-03-31:19:10:49,5
1311,5286386863,2023-03-29:13:23:16,5
1312,5286386873,2023-03-31:13:37:43,5
1313,5286386874,2023-03-29:14:41:51,5
1314,5413066421,2023-03-23:15:05:56,5
1315,6733804185,2023-03-28:20:51:03,5
1316,6733804385,2023-03-27:18:58:25,5
1317,9506602612,2023-03-26:20:46:11,5
1318,10602565921,2023-03-27:02:47:43,5
1319,1302416783,2023-03-24:10:41:48,5
1320,1506447904,2023-03-31:06:26:03,5
1321,5286386863,2023-03-30:01:46:00,5
1322,5286386873,2023-03-26:08:53:11,5
1323,5286386874,2023-03-24:13:10:03,5
1324,5413066421,2023-03-23:14:32:49,5
1325,6733804185,2023-03-30:13:32:57,5
1326,6733804385,2023-03-30:14:18:42,5
1327,9506602612,2023-03-31:22:55:21,5
1328,10602565921,2023-03-27:09:51:18,5
1329,1302416783,2023-04-04:22:13:42,5
1330,1506447904,2023-04-07:16:53:11,5
1331,5286386863,2023-04-02:03:17:06,5
1332,5286386873,2023-04-03:17:08:38,5
1333,5286386874,2023-04-08:19:57:35,5
1334,5413066421,2023-04-04:18:00:22,5
1335,6733804185,2023-04-01:03:31:19,5
1336,6733804385,2023-04-07:10:19:17,5
1337,9506602612,2023-04-03:23:51:43,5
1338,10602565921,2023-04-07:19:32:47,5
1339,1302416783,2023-04-14:16:43:45,5
1340,1506447904,2023-04-10:13:02:24,5
1341,5286386863,2023-04-13:17:20:37,5
1342,5286386873,2023-04-09:16:47:32,5
1343,5286386874,2023-04-10:08:08:20,5
1344,5413066421,2023-04-15:11:09:38,5
1345,6733804185,2023-04-13:13:24:38,5
1346,6733804385,2023-04-11:16:56:31,5
1347,9506602612,2023-04-12:02:03:03,5
1348,10602565921,2023-04-12:20:48:32,5
1349,1302416783,2023-04-16:21:38:17,5
1350,1506447904,2023-04-21:17:11:28,5
1351,5286386863,2023-04-22:20:54:26,5
1352,5286386873,2023-04-17:03:48:16,5
1353,5286386874,2023-04-16:13:35:50,5
1354,5413066421,2023-04-19:11:40:07,5
1355,6733804185,2023-04-22:08:39:54,5
1356,6733804385,2023-04-19:17:34:18,5
1357,9506602612,2023-04-17:08:55:29,5
1358,10602565921,2023-04-17:06:54:59,5
1359,1302416783,2023-04-19:07:02:49,5
1360,1506447904,2023-04-19:04:48:32,5
1361,5286386863,2023-04-21:05:01:49,5
1362,5286386873,2023-04-20:05:06:55,5
1363,5286386874,2023-04-17:04:59:18,5
1364,5413066421,2023-04-18:18:51:21,5
1365,6733804185,2023-04-19:08:02:40,5
1366,6733804385,2023-04-21:10:26:24,5
1367,9506602612,2023-04-20:06:13:22,5
1368,10602565921,2023-04-22:15:56:04,5
1369,1302416783,2023-04-27:01:15:34,5
1370,1506447904,2023-04-28:02:03:59,5
1371,5286386863,2023-04-29:17:38:18,5
1372,5286386873,2023-04-27:09:48:58,5
1373,5286386874,2023-04-26:18:22:08,5
1374,5413066421,2023-04-28:14:05:22,5
1375,6733804185,2023-04-27:16:15:11,5
1376,6733804385,2023-04-26:21:00:28,5
1377,9506602612,2023-04-24:18:09:40,5
1378,10602565921,2023-04-24:21:06:38,5
1379,1302416783,2023-04-25:10:36:34,5
1380,1506447904,2023-04-26:16:28:16,5
1381,5286386863,2023-04-26:01:24:59,5
1382,5286386873,2023-04-29:11:34:13,5
1383,5286386874,2023-04-25:01:03:25,5
1384,5413066421,2023-04-26:20:17:07,5
1385,6733804185,2023-04-25:00:35:06,5
1386,6733804385,2023-04-30:19:54:31,5
1387,9506602612,2023-04-24:06:45:26,5
1388,10602565921,2023-04-24:20:45:54,5
1389,1302416783,2023-04-26:11:25:29,5
1390,1506447904,2023-04-27:03:11:25,5
1391,5286386863,2023-04-24:23:45:22,5
1392,5286386873,2023-04-28:19:05:32,5
1393,5286386874,2023-04-30:06:22:32,5
1394,5413066421,2023-04-28:18:11:00,5
1395,6733804185,2023-04-26:00:11:53,5
1396,6733804385,2023-04-28:04:17:00,5
1397,9506602612,2023-04-28:02:18:44,5
1398,10602565921,2023-04-25:11:24:57,5
1399,5405987926,2023-01-02:05:21:52,5
1400,7416156874,2023-01-06:19:57:49,5
1401,5405987926,2023-01-09:16:17:26,5
1402,7416156874,2023-01-13:17:32:23,5
1403,5405987926,2023-01-12:23:39:31,5
1404,7416156874,2023-01-09:00:04:12,5
1405,5405987926,2023-01-17:07:29:18,5
1406,7416156874,2023-01-19:19:40:48,5
1407,5405987926,2023-01-27:18:38:50,5
1408,7416156874,2023-01-30:09:13:56,5
1409,5405987926,2023-02-07:17:27:12,5
1410,7416156874,2023-02-10:00:22:04,5
1411,5405987926,2023-02-11:00:03:23,5
1412,7416156874,2023-02-09:20:46:56,5
1413,5405987926,2023-02-20:20:20:02,5
1414,7416156874,2023-02-15:22:04:23,5
1415,5405987926,2023-02-16:04:59:57,5
1416,7416156874,2023-02-16:02:28:17,5
1417,5405987926,2023-02-28:17:19:00,5
1418,7416156874,2023-02-21:04:39:42,5
1419,5405987926,2023-02-26:08:15:44,5
1420,7416156874,2023-02-25:02:47:27,5
1421,5405987926,2023-03-08:02:02:53,5
1422,7416156874,2023-03-03:15:03:50,5
1423,5405987926,2023-03-11:14:10:06,5
1424,7416156874,2023-03-11:22:34:39,5
1425,5405987926,2023-03-09:02:29:05,5
1426,7416156874,2023-03-11:22:14:59,5
1427,5405987926,2023-03-21:12:28:22,5
1428,7416156874,2023-03-22:06:47:20,5
1429,5405987926,2023-04-03:17:19:00,5
1430,7416156874,2023-04-05:15:17:56,5
1431,5405987926,2023-04-15:05:35:09,5
1432,7416156874,2023-04-11:19:17:29,5
1433,5405987926,2023-04-15:00:50:33,5
1434,7416156874,2023-04-15:06:44:08,5
1435,5405987926,2023-04-16:03:27:18,5
1436,7416156874,2023-04-20:16:33:14,5
1437,5405987926,2023-04-24:02:53:27,5
1438,7416156874,2023-04-27:01:36:52,5
1439,8067276601,2023-01-03:10:19:33,5
1440,9200147147,2023-01-06:21:28:46,5
1441,10226924608,2023-01-02:19:07:17,5
1442,8067276601,2023-01-05:00:34:17,5
1443,9200147147,2023-01-02:09:01:16,5
1444,10226924608,2023-01-08:11:08:55,5
1445,8067276601,2023-01-11:22:11:53,5
1446,9200147147,2023-01-15:09:14:10,5
1447,10226924608,2023-01-10:18:47:02,5
1448,8067276601,2023-01-16:20:04:09,5
1449,9200147147,2023-01-19:16:37:31,5
1450,10226924608,2023-01-18:21:24:34,5
1451,8067276601,2023-01-31:04:36:07,5
1452,9200147147,2023-01-29:16:43:02,5
1453,10226924608,2023-01-27:04:11:57,5
1454,8067276601,2023-02-03:14:29:59,5
1455,9200147147,2023-02-05:03:57:13,5
1456,10226924608,2023-02-02:02:17:56,5
1457,8067276601,2023-02-11:10:59:00,5
1458,9200147147,2023-02-10:15:38:40,5
1459,10226924608,2023-02-08:16:16:21,5
1460,8067276601,2023-02-24:11:39:44,5
1461,9200147147,2023-02-25:02:59:34,5
1462,10226924608,2023-02-23:14:32:39,5
1463,8067276601,2023-02-24:14:39:00,5
1464,9200147147,2023-02-25:04:45:12,5
1465,10226924608,2023-02-22:18:24:13,5
1466,8067276601,2023-03-01:20:39:56,5
1467,9200147147,2023-03-03:13:57:41,5
1468,10226924608,2023-03-04:18:12:15,5
1469,8067276601,2023-03-22:21:59:58,5
1470,9200147147,2023-03-21:07:43:08,5
1471,10226924608,2023-03-16:20:10:50,5
1472,8067276601,2023-03-27:07:53:01,5
1473,9200147147,2023-03-31:19:19:06,5
1474,10226924608,2023-03-24:19:18:11,5
1475,8067276601,2023-04-06:11:33:04,5
1476,9200147147,2023-04-01:12:12:28,5
1477,10226924608,2023-04-04:15:03:06,5
1478,8067276601,2023-04-02:18:55:50,5
1479,9200147147,2023-04-07:03:55:44,5
1480,10226924608,2023-04-03:07:26:27,5
1481,8067276601,2023-04-14:10:28:16,5
1482,9200147147,2023-04-09:12:07:52,5
1483,10226924608,2023-04-13:13:43:00,5
1484,8067276601,2023-04-10:10:05:22,5
1485,9200147147,2023-04-15:20:50:29,5
1486,10226924608,2023-04-09:19:22:10,5
1487,8067276601,2023-04-30:10:44:16,5
1488,9200147147,2023-04-27:08:52:53,5
1489,10226924608,2023-04-26:16:24:15,5
1490,10720062180,2023-03-10:01:25:02,5
1491,4934734821,2023-03-12:15:24:30,5
1492,6634470587,2023-03-09:22:58:11,5
1493,8732051630,2023-03-15:06:33:03,5
1494,7080905779,2023-03-11:16:48:42,5
1495,8067276601,2023-03-13:06:39:25,5
1496,5405987926,2023-03-09:01:28:44,5
1497,10218511215,2023-03-10:01:16:30,5
1498,9200147147,2023-03-12:14:26:25,5
1499,9506602612,2023-03-14:06:47:11,5
1500,6133548824,2023-03-14:16:54:32,5
1501,6133617363,2023-03-11:15:20:44,5
1502,5286386874,2023-03-15:18:41:07,5
1503,6133617363,2023-04-05:18:00:11,5
1504,10720442559,2023-04-06:18:52:54,5
1505,6123766263,2023-04-06:11:46:43,5
1506,7947936374,2023-04-05:23:11:03,5
1507,4752031123,2023-04-08:13:23:16,5
1508,4922736722,2023-04-02:12:06:17,5
1509,9383900127,2023-04-06:18:05:33,5
1510,9559328064,2023-04-06:04:37:23,5
1511,5286386874,2023-04-03:06:12:45,5
1512,8194172073,2023-04-02:13:57:21,5
1513,4922736927,2023-04-07:05:49:39,5
1514,6217418201,2023-04-07:17:19:27,5
1515,4922736734,2023-04-06:04:44:52,5
1516,1553237362,2023-01-06:06:07:11,6
1517,1553237390,2023-01-02:05:14:28,6
1518,1553237400,2023-01-01:17:49:34,6
1519,1553237403,2023-01-06:10:54:52,6
1520,1553237416,2023-01-05:14:28:12,6
1521,3059412289,2023-01-02:03:18:56,6
1522,3409977388,2023-01-07:19:38:52,6
1523,3630721059,2023-01-05:23:22:37,6
1524,3630721496,2023-01-01:06:43:42,6
1525,3632429945,2023-01-03:15:32:29,6
1526,4795944033,2023-01-05:01:45:38,6
1527,4806942373,2023-01-06:08:01:46,6
1528,4816918991,2023-01-08:05:47:48,6
1529,1553237362,2023-01-01:15:03:35,6
1530,1553237390,2023-01-07:05:22:45,6
1531,1553237400,2023-01-03:21:48:53,6
1532,1553237403,2023-01-06:20:00:29,6
1533,1553237416,2023-01-03:06:45:05,6
1534,3059412289,2023-01-04:07:53:23,6
1535,3409977388,2023-01-08:01:49:00,6
1536,3630721059,2023-01-04:00:53:33,6
1537,3630721496,2023-01-05:10:41:30,6
1538,3632429945,2023-01-03:01:32:42,6
1539,4795944033,2023-01-06:09:31:47,6
1540,4806942373,2023-01-03:16:07:11,6
1541,4816918991,2023-01-08:03:28:05,6
1542,1553237362,2023-01-11:02:47:46,6
1543,1553237390,2023-01-14:18:25:19,6
1544,1553237400,2023-01-14:03:50:00,6
1545,1553237403,2023-01-13:13:43:05,6
1546,1553237416,2023-01-11:19:31:41,6
1547,3059412289,2023-01-11:01:28:34,6
1548,3409977388,2023-01-12:07:28:28,6
1549,3630721059,2023-01-09:11:57:22,6
1550,3630721496,2023-01-10:09:54:21,6
1551,3632429945,2023-01-11:08:56:22,6
1552,4795944033,2023-01-12:13:46:06,6
1553,4806942373,2023-01-14:06:55:40,6
1554,4816918991,2023-01-15:21:41:10,6
1555,1553237362,2023-01-11:19:48:29,6
1556,1553237390,2023-01-09:05:42:50,6
1557,1553237400,2023-01-11:00:31:21,6
1558,1553237403,2023-01-12:02:09:06,6
1559,1553237416,2023-01-12:03:05:52,6
1560,3059412289,2023-01-12:19:11:09,6
1561,3409977388,2023-01-10:15:42:23,6
1562,3630721059,2023-01-14:10:51:55,6
1563,3630721496,2023-01-13:16:50:20,6
1564,3632429945,2023-01-12:15:36:37,6
1565,4795944033,2023-01-13:12:13:00,6
1566,4806942373,2023-01-14:18:45:37,6
1567,4816918991,2023-01-09:19:55:04,6
1568,1553237362,2023-01-10:12:33:51,6
1569,1553237390,2023-01-13:20:25:46,6
1570,1553237400,2023-01-11:04:31:44,6
1571,1553237403,2023-01-14:06:37:21,6
1572,1553237416,2023-01-12:04:36:24,6
1573,3059412289,2023-01-12:07:57:58,6
1574,3409977388,2023-01-09:01:30:49,6
1575,3630721059,2023-01-11:16:16:41,6
1576,3630721496,2023-01-15:15:55:54,6
1577,3632429945,2023-01-10:10:45:11,6
1578,4795944033,2023-01-15:16:22:31,6
1579,4806942373,2023-01-10:21:24:31,6
1580,4816918991,2023-01-12:12:09:27,6
1581,1553237362,2023-01-18:13:02:57,6
1582,1553237390,2023-01-18:11:18:34,6
1583,1553237400,2023-01-19:12:52:02,6
1584,1553237403,2023-01-18:08:59:56,6
1585,1553237416,2023-01-20:05:48:57,6
1586,3059412289,2023-01-16:13:43:26,6
1587,3409977388,2023-01-17:22:40:56,6
1588,3630721059,2023-01-18:13:39:21,6
1589,3630721496,2023-01-17:18:41:35,6
1590,3632429945,2023-01-20:12:41:32,6
1591,4795944033,2023-01-19:03:01:39,6
1592,4806942373,2023-01-21:19:53:49,6
1593,4816918991,2023-01-17:01:24:13,6
1594,1553237362,2023-01-19:17:56:11,6
1595,1553237390,2023-01-18:19:28:25,6
1596,1553237400,2023-01-22:23:35:03,6
1597,1553237403,2023-01-19:19:56:18,6
1598,1553237416,2023-01-20:02:32:54,6
1599,3059412289,2023-01-16:22:33:53,6
1600,3409977388,2023-01-22:00:35:48,6
1601,3630721059,2023-01-16:10:18:46,6
1602,3630721496,2023-01-17:14:56:08,6
1603,3632429945,2023-01-19:08:48:10,6
1604,4795944033,2023-01-21:16:09:19,6
1605,4806942373,2023-01-17:18:59:37,6
1606,4816918991,2023-01-21:08:52:21,6
1607,1553237362,2023-01-27:14:41:27,6
1608,1553237390,2023-01-27:05:13:09,6
1609,1553237400,2023-01-27:05:44:58,6
1610,1553237403,2023-01-28:09:23:29,6
1611,1553237416,2023-01-24:09:41:45,6
1612,3059412289,2023-01-24:11:58:32,6
1613,3409977388,2023-01-26:08:45:57,6
1614,3630721059,2023-01-30:17:20:51,6
1615,3630721496,2023-01-27:00:59:43,6
1616,3632429945,2023-01-31:00:10:06,6
1617,4795944033,2023-01-31:20:56:02,6
1618,4806942373,2023-01-26:01:03:28,6
1619,4816918991,2023-01-27:19:03:29,6
1620,1553237362,2023-01-29:19:51:25,6
1621,1553237390,2023-01-25:08:29:28,6
1622,1553237400,2023-01-31:03:24:18,6
1623,1553237403,2023-01-24:14:51:53,6
1624,1553237416,2023-01-26:00:28:29,6
1625,3059412289,2023-01-27:19:50:06,6
1626,3409977388,2023-01-23:16:27:31,6
1627,3630721059,2023-01-23:11:02:31,6
1628,3630721496,2023-01-23:18:17:59,6
1629,3632429945,2023-01-31:00:33:18,6
1630,4795944033,2023-01-26:15:28:38,6
1631,4806942373,2023-01-27:15:16:51,6
1632,4816918991,2023-01-23:06:36:59,6
1633,1553237362,2023-01-23:10:18:47,6
1634,1553237390,2023-01-31:16:58:40,6
1635,1553237400,2023-01-30:08:09:56,6
1636,1553237403,2023-01-30:05:24:12,6
1637,1553237416,2023-01-24:06:35:11,6
1638,3059412289,2023-01-27:05:46:29,6
1639,3409977388,2023-01-23:12:22:50,6
1640,3630721059,2023-01-31:21:02:41,6
1641,3630721496,2023-01-23:06:29:02,6
1642,3632429945,2023-01-26:23:21:37,6
1643,4795944033,2023-01-30:22:38:30,6
1644,4806942373,2023-01-28:14:37:19,6
1645,4816918991,2023-01-25:14:11:24,6
1646,1553237362,2023-02-03:02:54:51,6
1647,1553237390,2023-02-02:03:02:01,6
1648,1553237400,2023-02-05:17:39:14,6
1649,1553237403,2023-02-05:17:05:02,6
1650,1553237416,2023-02-06:13:02:32,6
1651,3059412289,2023-02-01:23:49:22,6
1652,3409977388,2023-02-02:23:58:39,6
1653,3630721059,2023-02-01:02:29:28,6
1654,3630721496,2023-02-02:08:47:54,6
1655,3632429945,2023-02-01:00:33:22,6
1656,4795944033,2023-02-05:06:25:33,6
1657,4806942373,2023-02-06:13:13:17,6
1658,4816918991,2023-02-05:05:04:25,6
1659,1553237362,2023-02-10:17:58:16,6
1660,1553237390,2023-02-09:11:14:18,6
1661,1553237400,2023-02-07:14:28:42,6
1662,1553237403,2023-02-10:01:11:00,6
1663,1553237416,2023-02-10:01:37:38,6
1664,3059412289,2023-02-11:00:54:45,6
1665,3409977388,2023-02-13:04:07:36,6
1666,3630721059,2023-02-13:08:18:46,6
1667,3630721496,2023-02-07:20:58:40,6
1668,3632429945,2023-02-09:17:24:10,6
1669,4795944033,2023-02-12:08:19:39,6
1670,4806942373,2023-02-12:15:32:24,6
1671,4816918991,2023-02-09:16:22:51,6
1672,1553237362,2023-02-10:13:59:03,6
1673,1553237390,2023-02-07:06:38:06,6
1674,1553237400,2023-02-12:01:58:34,6
1675,1553237403,2023-02-11:19:06:24,6
1676,1553237416,2023-02-10:04:57:57,6
1677,3059412289,2023-02-12:11:30:25,6
1678,3409977388,2023-02-12:12:16:28,6
1679,3630721059,2023-02-11:21:18:00,6
1680,3630721496,2023-02-10:08:00:34,6
1681,3632429945,2023-02-13:13:27:03,6
1682,4795944033,2023-02-13:03:06:37,6
1683,4806942373,2023-02-07:22:20:17,6
1684,4816918991,2023-02-10:20:10:56,6
1685,1553237362,2023-02-14:21:00:28,6
1686,1553237390,2023-02-15:12:41:02,6
1687,1553237400,2023-02-16:11:18:52,6
1688,1553237403,2023-02-16:17:11:59,6
1689,1553237416,2023-02-20:04:04:53,6
1690,3059412289,2023-02-14:18:55:03,6
1691,3409977388,2023-02-18:03:29:25,6
1692,3630721059,2023-02-19:04:26:29,6
1693,3630721496,2023-02-17:21:44:29,6
1694,3632429945,2023-02-15:06:26:59,6
1695,4795944033,2023-02-20:10:53:27,6
1696,4806942373,2023-02-20:00:34:52,6
1697,4816918991,2023-02-19:20:08:23,6
1698,1553237362,2023-02-20:12:29:40,6
1699,1553237390,2023-02-16:21:15:54,6
1700,1553237400,2023-02-16:20:19:58,6
1701,1553237403,2023-02-18:12:52:11,6
1702,1553237416,2023-02-18:12:45:28,6
1703,3059412289,2023-02-14:06:12:58,6
1704,3409977388,2023-02-14:18:37:03,6
1705,3630721059,2023-02-15:00:30:58,6
1706,3630721496,2023-02-17:00:43:33,6
1707,3632429945,2023-02-18:06:36:05,6
1708,4795944033,2023-02-20:19:41:11,6
1709,4806942373,2023-02-15:17:04:48,6
1710,4816918991,2023-02-20:07:49:14,6
1711,1553237362,2023-02-19:10:59:09,6
1712,1553237390,2023-02-18:04:42:02,6
1713,1553237400,2023-02-14:10:27:24,6
1714,1553237403,2023-02-14:17:53:24,6
1715,1553237416,2023-02-17:23:08:06,6
1716,3059412289,2023-02-17:17:54:39,6
1717,3409977388,2023-02-20:11:07:17,6
1718,3630721059,2023-02-16:16:29:32,6
1719,3630721496,2023-02-14:19:53:47,6
1720,3632429945,2023-02-14:08:37:00,6
1721,4795944033,2023-02-15:14:36:16,6
1722,4806942373,2023-02-17:07:21:32,6
1723,4816918991,2023-02-19:19:28:52,6
1724,1553237362,2023-02-24:22:12:35,6
1725,1553237390,2023-02-22:07:48:41,6
1726,1553237400,2023-02-27:01:42:03,6
1727,1553237403,2023-02-22:11:08:56,6
1728,1553237416,2023-02-27:15:04:01,6
1729,3059412289,2023-02-23:12:21:10,6
1730,3409977388,2023-02-25:11:48:41,6
1731,3630721059,2023-02-26:19:36:32,6
1732,3630721496,2023-02-22:15:30:31,6
1733,3632429945,2023-02-28:03:49:44,6
1734,4795944033,2023-02-28:08:56:06,6
1735,4806942373,2023-02-26:11:53:46,6
1736,4816918991,2023-02-24:14:06:26,6
1737,1553237362,2023-03-04:21:01:09,6
1738,1553237390,2023-03-07:20:33:48,6
1739,1553237400,2023-03-07:04:22:00,6
1740,1553237403,2023-03-06:23:43:38,6
1741,1553237416,2023-03-07:03:44:58,6
1742,3059412289,2023-03-08:20:45:11,6
1743,3409977388,2023-03-04:11:42:11,6
1744,3630721059,2023-03-06:04:38:09,6
1745,3630721496,2023-03-08:14:04:45,6
1746,3632429945,2023-03-02:19:55:19,6
1747,4795944033,2023-03-02:20:08:45,6
1748,4806942373,2023-03-01:11:16:42,6
1749,4816918991,2023-03-05:19:53:06,6
1750,1553237362,2023-03-02:12:41:55,6
1751,1553237390,2023-03-08:09:11:02,6
1752,1553237400,2023-03-04:16:44:21,6
1753,1553237403,2023-03-04:02:21:58,6
1754,1553237416,2023-03-06:14:07:40,6
1755,3059412289,2023-03-02:07:59:08,6
1756,3409977388,2023-03-01:08:34:40,6
1757,3630721059,2023-03-01:15:25:27,6
1758,3630721496,2023-03-01:03:25:53,6
1759,3632429945,2023-03-01:01:23:53,6
1760,4795944033,2023-03-04:06:58:37,6
1761,4806942373,2023-03-06:15:44:38,6
1762,4816918991,2023-03-01:07:50:58,6
1763,1553237362,2023-03-10:21:25:03,6
1764,1553237390,2023-03-13:05:48:27,6
1765,1553237400,2023-03-09:17:44:33,6
1766,1553237403,2023-03-09:21:52:31,6
1767,1553237416,2023-03-12:23:28:26,6
1768,3059412289,2023-03-11:00:08:02,6
1769,3409977388,2023-03-10:06:42:40,6
1770,3630721059,2023-03-10:18:01:48,6
1771,3630721496,2023-03-11:05:27:55,6
1772,3632429945,2023-03-09:04:40:04,6
1773,4795944033,2023-03-11:16:13:41,6
1774,4806942373,2023-03-09:04:42:28,6
1775,4816918991,2023-03-12:06:23:52,6
1776,1553237362,2023-03-11:13:48:58,6
1777,1553237390,2023-03-14:00:00:31,6
1778,1553237400,2023-03-13:07:36:00,6
1779,1553237403,2023-03-14:19:54:41,6
1780,1553237416,2023-03-15:17:58:51,6
1781,3059412289,2023-03-09:10:39:50,6
1782,3409977388,2023-03-15:02:56:48,6
1783,3630721059,2023-03-15:06:07:03,6
1784,3630721496,2023-03-12:20:20:48,6
1785,3632429945,2023-03-12:09:12:45,6
1786,4795944033,2023-03-13:22:17:46,6
1787,4806942373,2023-03-14:07:37:03,6
1788,4816918991,2023-03-13:08:05:21,6
1789,1553237362,2023-03-12:08:48:08,6
1790,1553237390,2023-03-11:06:15:57,6
1791,1553237400,2023-03-09:00:07:45,6
1792,1553237403,2023-03-12:17:55:39,6
1793,1553237416,2023-03-13:17:57:14,6
1794,3059412289,2023-03-15:11:39:32,6
1795,3409977388,2023-03-14:05:25:46,6
1796,3630721059,2023-03-12:15:07:31,6
1797,3630721496,2023-03-12:08:33:42,6
1798,3632429945,2023-03-12:12:22:54,6
1799,4795944033,2023-03-10:04:35:03,6
1800,4806942373,2023-03-15:22:42:46,6
1801,4816918991,2023-03-10:18:23:43,6
1802,1553237362,2023-03-18:16:42:15,6
1803,1553237390,2023-03-21:21:32:54,6
1804,1553237400,2023-03-17:23:06:52,6
1805,1553237403,2023-03-18:10:28:29,6
1806,1553237416,2023-03-19:18:56:09,6
1807,3059412289,2023-03-22:13:30:14,6
1808,3409977388,2023-03-22:14:34:28,6
1809,3630721059,2023-03-20:17:00:08,6
1810,3630721496,2023-03-22:03:39:08,6
1811,3632429945,2023-03-18:02:50:27,6
1812,4795944033,2023-03-20:15:19:23,6
1813,4806942373,2023-03-22:20:36:39,6
1814,4816918991,2023-03-18:07:25:28,6
1815,1553237362,2023-03-17:08:44:16,6
1816,1553237390,2023-03-17:11:21:12,6
1817,1553237400,2023-03-21:07:26:44,6
1818,1553237403,2023-03-22:11:06:18,6
1819,1553237416,2023-03-19:19:11:36,6
1820,3059412289,2023-03-16:06:07:57,6
1821,3409977388,2023-03-21:16:44:57,6
1822,3630721059,2023-03-18:02:24:20,6
1823,3630721496,2023-03-22:05:25:37,6
1824,3632429945,2023-03-22:17:12:00,6
1825,4795944033,2023-03-16:02:33:21,6
1826,4806942373,2023-03-21:04:11:36,6
1827,4816918991,2023-03-18:19:16:01,6
1828,1553237362,2023-03-21:20:02:32,6
1829,1553237390,2023-03-20:05:43:07,6
1830,1553237400,2023-03-16:09:15:50,6
1831,1553237403,2023-03-21:15:18:13,6
1832,1553237416,2023-03-18:00:37:14,6
1833,3059412289,2023-03-18:20:08:23,6
1834,3409977388,2023-03-22:07:37:15,6
1835,3630721059,2023-03-22:12:52:52,6
1836,3630721496,2023-03-18:22:21:01,6
1837,3632429945,2023-03-22:13:44:02,6
1838,4795944033,2023-03-22:05:01:16,6
1839,4806942373,2023-03-21:13:31:59,6
1840,4816918991,2023-03-20:14:03:48,6
1841,1553237362,2023-03-23:03:13:19,6
1842,1553237390,2023-03-24:03:15:02,6
1843,1553237400,2023-03-24:22:05:03,6
1844,1553237403,2023-03-31:13:52:58,6
1845,1553237416,2023-03-31:23:30:01,6
1846,3059412289,2023-03-24:02:10:36,6
1847,3409977388,2023-03-23:16:42:23,6
1848,3630721059,2023-03-25:14:26:03,6
1849,3630721496,2023-03-24:02:35:51,6
1850,3632429945,2023-03-25:16:05:26,6
1851,4795944033,2023-03-25:22:45:51,6
1852,4806942373,2023-03-23:11:34:08,6
1853,4816918991,2023-03-27:06:19:37,6
1854,1553237362,2023-04-05:00:32:14,6
1855,1553237390,2023-04-02:22:43:05,6
1856,1553237400,2023-04-03:08:57:12,6
1857,1553237403,2023-04-08:07:53:23,6
1858,1553237416,2023-04-07:02:37:21,6
1859,3059412289,2023-04-07:01:13:30,6
1860,3409977388,2023-04-06:08:14:52,6
1861,3630721059,2023-04-03:11:04:53,6
1862,3630721496,2023-04-08:16:30:51,6
1863,3632429945,2023-04-02:11:02:49,6
1864,4795944033,2023-04-06:10:58:49,6
